,Unnamed: 0,ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effect,fair,confpolice,antisoc
76,76,135344130.0,Male,31.0,2,White,ALevel,5.0,,0.0,-0.1769709821302773,0.519592285627818,0.5950040071981564,0.97
77,77,135345050.0,Female,53.0,4,White,Other,4.0,,1.0,1.859434735508336,,0.4528661232487018,2.24
78,78,135345330.0,Female,32.0,2,White,ALevel,3.0,,1.0,,0.5905508268959094,1.3259988389382076,1.9
79,79,135349210.0,Male,79.0,7,White,,5.0,3.0,0.0,-1.3449095554818349,-0.8488938673996609,-0.3593503564624661,-1.22
80,80,135349250.0,Male,31.0,2,White,University,1.0,3.0,0.0,0.0725885420901409,-0.5447858333935546,-1.5776750760292182,0.21
81,81,135349370.0,Male,65.0,6,White,ALevel,2.0,3.0,0.0,0.7114609240944116,1.269725436176214,-0.6740842423505438,-0.74
82,82,135351010.0,Female,54.0,4,White,,5.0,1.0,0.0,-0.4365128873195124,,0.5340877712198188,1.56
83,83,135354010.0,Male,43.0,3,Black or Black British,University,5.0,1.0,1.0,-1.3149624125753847,,-1.0395816582205692,1.55
84,84,135354290.0,Female,33.0,2,White,University,2.0,2.0,0.0,-0.1470238392238272,,-0.3593503564624661,1.01
85,85,135354330.0,Male,47.0,4,Asian or Asian British,GCSE,4.0,2.0,1.0,-1.0354557454485165,-0.5447858333935546,-0.3593503564624661,0.23
86,86,135355130.0,Female,30.0,2,White,University,2.0,1.0,0.0,-0.4365128873195124,-0.1798561925862268,-0.3695030624588558,1.08
87,87,135356090.0,Female,48.0,4,White,University,1.0,3.0,0.0,,,1.315846132941818,-0.28
88,88,135357010.0,Female,67.0,6,White,ALevel,1.0,2.0,0.0,0.701478543125595,0.002608627817437,-0.1562962365346741,-0.46
89,89,135357290.0,Male,42.0,3,White,ALevel,1.0,4.0,0.0,-0.4764424111947792,0.9554804677032372,-0.3593503564624661,-0.75
90,90,135360130.0,Female,17.0,1,White,ALevel,7.0,3.0,1.0,-0.7659314592904646,-0.0886237823843948,0.1381322373606242,1.89
91,91,135362090.0,Female,50.0,4,White,GCSE,1.0,5.0,1.0,-0.1470238392238272,-1.2138235082069886,-1.0700397762097382,0.45
92,92,135365170.0,Female,42.0,3,Black or Black British,Other,6.0,2.0,1.0,-0.1969357440679108,-0.9198524086677524,-0.1156854125491157,1.41
93,93,135366290.0,Male,34.0,2,White,University,1.0,5.0,0.0,-0.4564776492571459,-1.1428649669388973,-1.0700397762097382,0.06
94,94,135366330.0,Female,34.0,2,White,University,1.0,5.0,0.0,-0.5063895541012295,-1.0313586878033247,-0.1156854125491157,-1.22
95,95,135367090.0,Female,17.0,1,White,GCSE,5.0,4.0,1.0,-1.0454381264173331,-0.1798561925862268,-0.3593503564624661,-0.21
96,96,135367130.0,Male,35.0,3,White,University,1.0,5.0,0.0,-0.4664600302259626,-0.4231426197911119,-0.3491976504660765,0.01
97,97,135369050.0,Female,37.0,3,White,GCSE,1.0,3.0,0.0,-0.1769709821302773,,0.0975214133750658,0.26
98,98,135369090.0,Female,33.0,2,White,ALevel,4.0,2.0,0.0,,-0.5143750299929439,-0.613168006372206,0.78
99,99,135369290.0,Female,39.0,3,White,GCSE,2.0,1.0,1.0,-0.1570062201926439,,1.0518757770356884,2.49
100,100,135370130.0,Male,27.0,2,White,GCSE,6.0,3.0,0.0,-0.1570062201926439,-0.1798561925862268,1.315846132941818,1.45
101,101,135371250.0,Male,44.0,3,White,University,1.0,2.0,0.0,-0.4764424111947792,-0.6968398503966078,-0.1461435305382845,-0.02
102,102,135373050.0,Female,54.0,4,Chinese or other,,6.0,3.0,0.0,,,1.437678604898493,-1.0
103,103,135375010.0,Female,,2,White,University,1.0,2.0,0.0,-1.3449095554818349,-1.153001901405767,-0.3593503564624661,0.69
104,104,135375130.0,Male,,2,White,ALevel,2.0,1.0,0.0,-1.3449095554818349,-0.5143750299929439,1.386915074916545,0.74
105,105,135376010.0,Male,52.0,4,Asian or Asian British,,5.0,2.0,0.0,,,-0.3593503564624661,
106,106,135376130.0,Female,36.0,3,Black or Black British,,1.0,2.0,0.0,,,-1.0395816582205692,-0.43
107,107,135377090.0,Male,26.0,2,White,University,2.0,2.0,0.0,0.0725885420901409,,1.0518757770356884,0.52
108,108,135378090.0,Male,52.0,4,White,ALevel,5.0,2.0,0.0,-1.3449095554818349,-0.5447858333935546,-0.3593503564624661,0.51
109,109,135378290.0,Male,35.0,3,White,,6.0,2.0,0.0,,,-0.7756113023144396,0.76
110,110,135379130.0,Male,69.0,6,White,,5.0,1.0,0.0,0.1324828279030413,,-0.1562962365346741,-1.0
111,111,135380010.0,Male,32.0,2,White,University,1.0,2.0,1.0,0.3920247330922763,-0.3014994061886693,-0.613168006372206,1.43
112,112,135380090.0,Male,23.0,1,White,ALevel,1.0,1.0,1.0,-0.4365128873195124,-1.3151928528756909,1.062028483032078,0.92
113,113,135380210.0,Female,43.0,3,Black or Black British,University,2.0,1.0,0.0,-1.0554205073861498,,-0.3593503564624661,1.44
114,114,135380250.0,Male,37.0,3,White,University,1.0,3.0,0.0,,,1.0417230710392988,-0.02
115,115,135381250.0,Male,60.0,5,White,University,1.0,3.0,0.0,0.1125180659654078,-1.0313586878033247,-0.1461435305382845,-0.5
116,116,135382130.0,Female,49.0,4,Black or Black British,Other,5.0,1.0,0.0,,,-1.5370642520436597,3.59
117,117,135382210.0,Male,57.0,5,White,University,1.0,2.0,1.0,-0.8058609831657315,-1.1732757703395076,-0.1461435305382845,0.48
118,118,135382250.0,Male,68.0,6,White,,3.0,3.0,0.0,,,,-1.22
119,119,135382290.0,Male,44.0,3,White,University,1.0,3.0,0.0,,,-1.0598870702133485,-0.21
120,120,135383090.0,Male,62.0,5,White,,3.0,3.0,0.0,0.4319542569675432,0.1749365137542307,0.8183635391187275,1.14
121,121,135383170.0,Male,31.0,2,White,University,1.0,2.0,1.0,0.9710028292836468,-1.5483423456137058,1.0518757770356884,2.0
122,122,135383210.0,Male,75.0,7,White,,5.0,1.0,0.0,1.000949972190097,1.07712368130568,0.5442404772162083,0.72
123,123,135386130.0,Female,66.0,6,Black or Black British,Other,2.0,2.0,0.0,,-0.6968398503966078,-0.3593503564624661,0.72
124,124,135387090.0,Female,31.0,2,White,ALevel,1.0,4.0,1.0,0.9710028292836468,,0.7980581271259483,0.96
125,125,135392010.0,Male,26.0,2,White,ALevel,1.0,2.0,0.0,,,-0.613168006372206,0.0
126,126,135392050.0,Male,79.0,7,White,,3.0,2.0,0.0,,0.002608627817437,-0.1562962365346741,-0.55
127,127,135395170.0,Female,55.0,5,White,ALevel,5.0,2.0,1.0,0.4319542569675432,0.2661689239560627,-1.5776750760292182,0.24
128,128,135396290.0,Female,46.0,4,White,University,1.0,4.0,0.0,0.1125180659654078,,0.2904228273064683,0.44
129,129,135397090.0,Male,80.0,7,White,,4.0,1.0,0.0,,,-1.7807291959570102,-1.0
130,130,135397170.0,Male,39.0,3,White,ALevel,1.0,1.0,0.0,2.1688885455416544,2.891634950875448,3.640815806115037,0.42
131,131,135397250.0,Male,44.0,3,White,University,1.0,3.0,0.0,-1.0953500312614166,-0.990810949935844,-1.5675223700328285,-0.44
132,132,135398010.0,Female,72.0,6,White,University,1.0,4.0,0.0,1.300421401254599,1.4015055842455266,,
133,133,135398130.0,Female,79.0,7,White,University,1.0,5.0,0.0,0.4319542569675432,0.3067166618235435,-0.288281414487739,-0.71
134,134,135398290.0,Female,49.0,4,White,University,1.0,5.0,0.0,2.1688885455416544,,,-0.24
135,135,135398330.0,Female,62.0,5,White,GCSE,5.0,5.0,0.0,-0.4464952682883291,0.854111123034535,-0.1562962365346741,0.24
136,136,135402250.0,Female,44.0,3,White,University,1.0,4.0,1.0,,,-0.8162221262999981,-0.78
137,137,135403050.0,Male,28.0,2,White,ALevel,5.0,3.0,0.0,-0.7659314592904646,,-0.8365275382927774,-0.97
138,138,135403170.0,Female,28.0,2,White,GCSE,5.0,3.0,0.0,0.3720599711546429,-0.3521840785230204,1.285388014952649,1.41
139,139,135403210.0,Male,65.0,6,White,ALevel,5.0,4.0,1.0,0.701478543125595,,0.3107282392992475,1.94
140,140,135405170.0,Male,21.0,1,White,,2.0,3.0,1.0,1.6198575922567342,0.9453435332363668,0.8082108331223379,-1.22
141,141,135405290.0,Male,23.0,1,White,University,7.0,2.0,0.0,0.1025356849965911,-0.098760716851265,-0.3593503564624661,-0.47
142,142,135407090.0,Female,21.0,1,White,GCSE,5.0,2.0,0.0,-0.745966697352831,-0.4535534231917225,-0.3593503564624661,1.7
143,143,135407130.0,Female,42.0,3,White,University,1.0,2.0,0.0,-1.3449095554818349,-0.8793046708002716,0.0366051773967282,1.76
144,144,135407210.0,Male,52.0,4,White,University,3.0,1.0,0.0,2.1688885455416544,,3.2245548602630625,1.64
145,145,135407250.0,Female,59.0,5,White,GCSE,3.0,1.0,0.0,0.44193663793636,0.1546626448204902,-1.7807291959570102,-1.0
146,146,135410210.0,Female,32.0,2,White,University,1.0,4.0,0.0,,,0.3107282392992475,0.23
147,147,135414130.0,Male,69.0,6,White,,4.0,4.0,0.0,,,0.0873687073786762,-0.05
148,148,135415250.0,Male,55.0,5,White,GCSE,2.0,2.0,0.0,-0.4764424111947792,1.2595885017093438,0.5543931832125979,-0.51
149,149,135415330.0,Female,41.0,3,White,University,1.0,4.0,0.0,-0.4764424111947792,-0.6968398503966078,-0.3593503564624661,0.31
150,150,135420090.0,Female,61.0,5,White,GCSE,3.0,3.0,0.0,1.0209147341277305,0.6209616302965201,-0.1461435305382845,2.16
151,151,135421050.0,Male,59.0,5,White,University,1.0,4.0,0.0,-0.4365128873195124,-0.6258813091285162,0.5950040071981564,-1.0
152,152,135423170.0,Male,39.0,3,White,GCSE,1.0,2.0,0.0,-0.1470238392238272,-0.2102669959868374,1.0417230710392988,-0.71
153,153,135423290.0,Female,24.0,1,White,GCSE,5.0,1.0,0.0,,,0.5950040071981564,-0.05
154,154,135427130.0,Male,56.0,5,White,University,1.0,4.0,0.0,,-2.0653260034240866,-1.3340101321158675,-1.22
155,155,135427290.0,Male,30.0,2,White,GCSE,3.0,5.0,0.0,-0.226882886974361,-1.3861513941437824,-0.1461435305382845,0.45
156,156,135428290.0,Female,43.0,3,White,University,1.0,3.0,0.0,-0.1669886011614606,0.5905508268959094,-0.2172124725130117,1.01
157,157,135430090.0,Male,66.0,6,White,,5.0,1.0,0.0,-1.0554205073861498,-0.6968398503966078,0.5442404772162083,-1.22
158,158,135430170.0,Female,19.0,1,White,Other,5.0,1.0,1.0,-0.7759138402592812,-0.4535534231917225,1.2752353089562596,
159,159,135430250.0,Male,44.0,3,White,ALevel,3.0,3.0,0.0,-0.7759138402592812,0.4080860064922456,0.1381322373606242,-0.1
160,160,135433250.0,Male,54.0,4,White,University,1.0,4.0,0.0,1.0109323531589138,1.4724641255136182,0.5848513012017668,0.28
161,161,135435170.0,Female,63.0,5,White,,5.0,1.0,0.0,-0.1769709821302773,,0.3411863572884163,2.19
162,162,135436010.0,Male,53.0,4,White,,5.0,1.0,0.0,1.000949972190097,0.4486337443597265,-0.1562962365346741,0.51
163,163,135436250.0,Female,34.0,2,White,University,4.0,2.0,1.0,,,0.0873687073786762,-0.48
164,164,135440010.0,Male,28.0,2,White,ALevel,5.0,5.0,0.0,,,0.1076741193714554,-1.22
165,165,135440170.0,Female,50.0,4,White,University,1.0,4.0,0.0,,,0.5239350652234291,-1.22
166,166,135440250.0,Female,58.0,5,White,University,1.0,4.0,0.0,,,0.067063295385897,-1.0
167,167,135444010.0,Female,28.0,2,White,GCSE,5.0,2.0,0.0,0.142465208871858,-0.5447858333935546,-0.613168006372206,-0.67
168,168,135445170.0,Female,66.0,6,White,,3.0,4.0,0.0,0.7314256860320452,,,0.09
169,169,135445250.0,Male,39.0,3,White,Other,5.0,4.0,0.0,-0.7659314592904646,-0.6968398503966078,0.5340877712198188,-1.22
170,170,135446010.0,Female,25.0,2,White,ALevel,7.0,3.0,0.0,,,-1.0700397762097382,0.74
171,171,135451170.0,Female,76.0,7,White,University,2.0,2.0,0.0,1.5799280683814674,,,
172,172,135453130.0,Female,47.0,4,Mixed,ALevel,4.0,2.0,0.0,-0.1969357440679108,0.661509368164001,1.3056934269454283,
173,173,135456010.0,Female,39.0,3,White,GCSE,2.0,3.0,0.0,,,0.0873687073786762,0.24
174,174,135456130.0,Male,39.0,3,White,ALevel,4.0,2.0,1.0,,,0.7168364791548315,0.5
175,175,135457290.0,Male,47.0,4,White,University,1.0,5.0,1.0,,,-0.1156854125491157,-1.0
176,176,135460010.0,Female,18.0,1,White,University,8.0,3.0,1.0,,,0.8488216571078964,-0.05
177,177,135460170.0,Male,54.0,4,White,,5.0,1.0,0.0,-0.1869533630990941,,0.0772160013822866,
178,178,135461170.0,Male,52.0,4,White,ALevel,1.0,5.0,1.0,1.0308971150965471,0.1039779724861392,-0.3593503564624661,-0.02
179,179,135463290.0,Female,48.0,4,White,University,8.0,5.0,0.0,1.000949972190097,1.036575943438199,1.7016489608046228,0.03
180,180,135464210.0,Female,34.0,2,White,ALevel,5.0,1.0,1.0,1.2804566393169654,,,0.97
181,181,135465090.0,Male,49.0,4,White,University,3.0,4.0,0.0,-0.5163719350700463,-0.382594881923631,,0.14
182,182,135466250.0,Female,45.0,4,White,University,7.0,5.0,0.0,,,-1.5675223700328285,-1.22
183,183,135468050.0,Female,63.0,5,White,,5.0,5.0,0.0,0.142465208871858,0.6310985647633903,0.5645458892089875,-1.22
184,184,135470210.0,Female,74.0,6,White,,4.0,2.0,0.0,-0.1370414582550104,,-0.3999611804480245,0.67
185,185,135471170.0,Female,33.0,2,White,GCSE,3.0,5.0,0.0,1.000949972190097,0.7730156472995733,0.7980581271259483,-1.22
186,186,135472130.0,Female,71.0,6,White,University,1.0,,0.0,-0.4764424111947792,1.107534484706291,0.2396592973245203,-1.22
187,187,135472250.0,Male,77.0,7,White,ALevel,4.0,,0.0,1.5499809254750172,,1.5087475468732203,
188,188,135474170.0,Female,26.0,2,White,GCSE,8.0,,1.0,0.1524475898406747,-0.0075283066494331,-1.3340101321158675,2.47
189,189,135474210.0,Female,62.0,5,White,GCSE,5.0,,0.0,-0.7559490783216478,,0.3107282392992475,-0.31
190,190,135478130.0,Female,42.0,3,White,ALevel,3.0,,0.0,0.7114609240944116,1.6346550769835415,1.214319072977922,-1.22
191,191,135478250.0,Female,66.0,6,White,GCSE,2.0,,0.0,0.0925533040277744,-0.3623210129898906,-0.1461435305382845,-0.01
192,192,135481050.0,Female,48.0,4,White,GCSE,1.0,,0.0,-0.4764424111947792,-0.1190345857850055,0.5543931832125979,
193,193,135481250.0,Male,70.0,6,White,University,1.0,,0.0,0.142465208871858,1.229177698308733,0.0366051773967282,-1.22
194,194,135481330.0,Male,68.0,6,,,6.0,,1.0,2.1688885455416544,2.3645143585981967,2.4123383805518945,
195,195,135482090.0,Female,45.0,4,White,GCSE,5.0,,1.0,1.3104037822234156,2.171912603727663,1.9656193167107523,1.53
196,196,135482130.0,Female,41.0,3,White,ALevel,1.0,,0.0,-0.1769709821302773,,-0.1461435305382845,0.01
197,197,135482330.0,Male,32.0,2,White,ALevel,1.0,,0.0,1.2804566393169654,,0.5848513012017668,0.75
198,198,135483050.0,Male,53.0,4,White,University,4.0,,0.0,-0.7559490783216478,,0.270117415313689,-0.45
199,199,135484010.0,Female,53.0,4,White,University,1.0,,0.0,0.1025356849965911,-0.0582129789837842,0.1279795313642346,0.97
200,200,135485250.0,Male,27.0,2,White,GCSE,5.0,,0.0,-0.4664600302259626,-1.3050559184088206,-1.7807291959570102,-0.02
201,201,135485290.0,Male,73.0,6,White,ALevel,3.0,,1.0,-1.3149624125753847,-1.477383804345614,-1.7807291959570102,0.67
202,202,135488130.0,Male,25.0,2,Black or Black British,GCSE,5.0,1.0,0.0,,,-1.0801924822061275,-1.22
203,203,135489010.0,Male,48.0,4,White,University,1.0,5.0,0.0,-0.1869533630990941,0.4080860064922456,-0.613168006372206,-0.21
204,204,135490170.0,Male,20.0,1,Mixed,GCSE,5.0,1.0,0.0,,,,
205,205,135490250.0,Male,39.0,3,Asian or Asian British,University,5.0,2.0,0.0,0.0626061611213242,-0.6461551780622566,-0.3593503564624661,-0.48
206,206,135491050.0,Male,56.0,5,White,ALevel,4.0,2.0,1.0,0.1324828279030413,0.9554804677032372,-0.1562962365346741,2.21
207,207,135492330.0,Female,85.0,7,Mixed,,5.0,4.0,0.0,1.3203861631922325,,,-1.22
208,208,135493010.0,Male,78.0,7,White,,4.0,3.0,0.0,0.1324828279030413,,0.5543931832125979,-0.73
209,209,135494010.0,Female,45.0,4,White,GCSE,4.0,5.0,0.0,,,1.031570365042909,-1.22
210,210,135494090.0,Male,41.0,3,White,University,5.0,1.0,0.0,1.5799280683814674,,3.397150862201686,1.68
211,211,135494170.0,Female,74.0,6,White,University,1.0,3.0,0.0,,,-0.3593503564624661,-0.99
212,212,135494250.0,Male,33.0,2,White,,1.0,4.0,0.0,-0.4764424111947792,-0.7272506537972183,-0.3593503564624661,0.04
213,213,135494290.0,Female,55.0,5,White,University,1.0,5.0,0.0,,,1.163555542995974,-0.24
214,214,135495090.0,Male,51.0,4,White,ALevel,2.0,2.0,0.0,-0.1669886011614606,0.002608627817437,0.1381322373606242,-1.0
215,215,135495170.0,Female,33.0,2,White,University,1.0,1.0,0.0,0.9809852102524635,-0.1494453891856161,1.133097425006805,1.17
216,216,135496210.0,Male,71.0,6,White,ALevel,1.0,5.0,1.0,0.4519190189051767,0.519592285627818,-1.3644682501050367,-1.22
217,217,135499010.0,Female,58.0,5,White,University,1.0,2.0,0.0,-0.4365128873195124,-0.1088976513181353,-0.1461435305382845,0.78
218,218,135499050.0,Male,82.0,7,White,,5.0,1.0,0.0,-0.1470238392238272,0.0330194312180477,0.0975214133750658,0.75
219,219,135499090.0,Female,63.0,5,White,Other,5.0,4.0,0.0,1.2804566393169654,1.8171198973872056,1.285388014952649,-1.0
