ID,Sex,Age,AgeGroup,EthicGroup,Education,SES,DeprivationIndex,bcsvictim,effectx,fairx,confx,antisocx
135397250,1,44,3,1,4,1,3,0,-1.090046644,-0.965191007,-1.511565685,-0.436942905
135398010,2,72,6,1,4,1,4,0,1.31075561,1.392329216, , 
135398130,2,79,7,1,4,1,5,0,0.441828042,0.314530641,-0.247149304,-0.714335263
135398290,2,49,4,1,4,1,5,0,2.178919554, , ,-0.235942155
135398330,2,62,5,1,2,5,5,0,-0.439502627,0.849452436,-0.124715529,0.237352237
135402250,2,44,3,1,4,1,4,1, , ,-0.774216354,-0.784714818
135403050,1,28,2,1,3,5,3,0,-0.761952937, ,-0.785852611,-0.966681123
135403170,2,28,2,1,2,5,3,0,0.381102979,-0.344816864,1.299406171,1.413244486
135403210,1,65,6,1,3,5,4,1,0.712104678, ,0.339964241,1.936289787
135405170,1,21,1,1,1,2,3,1,1.627001405,0.944357693,0.832239151,-1.215266705
135405290,1,23,1,1,4,7,2,0,0.105143949,-0.086489782,-0.323983341,-0.472004563
135407090,2,21,1,1,2,5,2,0,-0.737791955,-0.44347322,-0.323983341,1.704404116
135407130,2,42,3,1,4,1,2,0,-1.339923978,-0.858555675,0.074552298,1.755918145
135407210,1,52,4,1,4,3,1,0,2.178919554, ,3.210338593,1.639795661
135407250,2,59,5,1,2,3,1,0,0.44555074,0.162938997,-1.722469687,-1.00174284
135410210,2,32,2,1,4,1,4,0, , ,0.336593509,0.229671434
135414130,1,69,6,1,1,4,4,0, , ,0.117423981,-0.054232106
135415250,1,55,5,1,2,2,2,0,-0.472827107,1.248544455,0.578733027,-0.508492053
135415330,2,41,3,1,4,1,4,0,-0.472827107,-0.679099798,-0.323983341,0.310979933
135420090,2,61,5,1,2,3,3,0,1.02511096,0.616573453,-0.113079309,2.162593126
135421050,1,59,5,1,4,1,4,0,-0.434432328,-0.611199081,0.618794143,-1.00174284
135423170,1,39,3,1,2,1,2,0,-0.140971735,-0.197590515,1.059641242,-0.714335263
135423290,2,24,1,1,2,5,1,0, , ,0.618794143,-0.046551306
135427130,1,56,5,1,4,1,4,0, ,-2.026578426,-1.281062365,-1.215266705
135427290,1,30,2,1,2,3,5,0,-0.217025802,-1.359180212,-0.113079309,0.454380214
135428290,2,43,3,1,4,1,3,0,-0.160062447,0.591125369,-0.184678376,1.009151936
135430090,1,66,6,1,1,5,1,0,-1.050798178,-0.679099798,0.573132813,-1.215266705
135430170,2,19,1,1,5,5,1,1,-0.771358013,-0.44347322,1.293672562, 
135430250,1,44,3,1,3,3,3,0,-0.771358013,0.411669433,0.168561131,-0.097896464
135433250,1,54,4,1,4,1,4,0,1.015705824,1.460229874,0.609968483,0.27751258
135435170,2,63,5,1,1,5,1,0,-0.169225946, ,0.370494246,2.194150925
135436010,1,53,4,1,1,5,1,0,1.010635614,0.451877981,-0.124715529,0.507488847
135436250,2,34,2,1,4,4,2,1, , ,0.117423981,-0.476934433
135440010,1,28,2,1,3,5,5,0, , ,0.137885898,-1.215266705
135440170,2,50,4,1,4,1,4,0, , ,0.548057735,-1.215266705
135440250,2,58,5,1,4,1,4,0, , ,0.09782473,-0.998238802
135444010,2,28,2,1,2,5,2,0,0.15294379,-0.528881967,-0.568788171,-0.674174905
135445170,2,66,6,1,1,3,4,0,0.740358889, , ,0.086271167
135445250,1,39,3,1,5,5,4,0,-0.761952937,-0.679099798,0.564161897,-1.215266705
135446010,2,25,2,1,3,7,3,0, , ,-1.019021153,0.743126154
135451170,2,76,7,1,4,2,2,0,1.590195775, , , 
135453130,2,47,4,2,3,4,2,0,-0.193386942,0.66356349,1.316642523, 
135456010,2,39,3,1,2,2,3,0, , ,0.117423981,0.237352237
135456130,1,39,3,1,3,4,2,1, , ,0.741165161,0.502221346
135457290,1,47,4,1,4,1,5,1, , ,-0.081843846,-1.00174284
135460010,2,18,1,1,4,8,3,1, , ,0.872009635,-0.051393721
135460170,1,54,4,1,1,5,1,0,-0.178018942, ,0.107892826, 
135461170,1,52,4,1,3,1,5,1,1.040478945,0.109759837,-0.323983341,-0.018914172
135463290,2,48,4,1,4,8,5,0,1.010635614,1.03189981,1.714617968,0.027501093
135464210,2,34,2,1,3,5,1,1,1.291664839, , ,0.96800375
135465090,1,49,4,1,4,3,4,0,-0.509632766,-0.373500347, ,0.139087856
135466250,2,45,4,1,4,7,5,0, , ,-1.511565685,-1.215266705
135468050,2,63,5,1,1,5,5,0,0.15294379,0.626170099,0.586998463,-1.215266705
135470210,2,74,6,1,1,4,2,0,-0.132420301, ,-0.364044517,0.667904198
135471170,2,33,2,1,2,3,5,0,1.010635614,0.772198915,0.823537827,-1.215266705
135472130,2,71,6,1,4,1, ,0,-0.472827107,1.096708894,0.273820132,-1.215266705
135472250,1,77,7,1,3,4, ,0,1.562553644, ,1.515350103, 
135474170,2,26,2,1,2,8, ,1,0.158626154,0.000847367,-1.278397083,2.466027975
135474210,2,62,5,1,2,5, ,0,-0.74743855, ,0.336593509,-0.307916403
135478130,2,42,3,1,3,3, ,0,0.718028605,1.619900584,1.228109479,-1.215266705
135478250,2,66,6,1,2,2, ,0,0.100809142,-0.347808361,-0.113079309,-0.014824868
135481050,2,48,4,1,2,1, ,0,-0.467756838,-0.112181775,0.584769011, 
135481250,1,70,6,1,4,1, ,0,0.14815408,1.222952485,0.074552298,-1.215266705
135481330,1,68,6, , ,6, ,1,2.178919554,2.337695837,2.412466288, 
135482090,2,45,4,1,2,5, ,1,1.323400259,2.145269394,1.966703534,1.527961254
135482130,2,41,3,1,3,1, ,0,-0.169225946, ,-0.113079309,0.012643457
135482330,1,32,2,1,3,1, ,0,1.286594629, ,0.612633765,0.754479766
135483050,1,53,4,1,4,4, ,0,-0.752267301, ,0.297092557,-0.449466109
135484010,2,53,4,1,4,1, ,0,0.114307456,-0.048746508,0.156364694,0.966240644
135485250,1,27,2,1,2,5, ,0,-0.458351761,-1.280204415,-1.722469687,-0.018914172
135485290,1,73,6,1,3,3, ,1,-1.312281847,-1.453094125,-1.722469687,0.671408176
135488130,1,25,2,4,2,5,1,0, , ,-1.030657411,-1.215266705
135489010,1,48,4,1,4,1,5,0,-0.178631023,0.411669433,-0.574948549,-0.212065324
135490170,1,20,1,2,2,5,1,0, , , , 
135490250,1,39,3,3,4,5,2,0,0.073167011,-0.6308797,-0.323983341,-0.476934433
135491050,1,56,5,1,3,4,2,1,0.143538713,0.946491063,-0.124715529,2.210324764
135492330,2,85,7,2,1,5,4,0,1.328470469, , ,-1.215266705
135493010,1,78,7,1,1,4,3,0,0.143538713, ,0.578733027,-0.725520074
135494010,2,45,4,1,2,4,5,0, , ,1.052238464,-1.215266705
135494090,1,41,3,1,4,5,1,0,1.590195775, ,3.378931284,1.68321228
135494170,2,74,6,1,4,1,3,0, , ,-0.323983341,-0.990557969
135494250,1,33,2,1,1,1,4,0,-0.472827107,-0.708337843,-0.323983341,0.036520291
135494290,2,55,5,1,4,1,5,0, , ,1.18201232,-0.235942155
135495090,1,51,4,1,3,2,2,0,-0.160062447,0.014094984,0.168561131,-0.998238802
135495170,2,33,2,1,4,1,1,0,0.988063693,-0.142660439,1.150715232,1.16883564
135496210,1,71,6,1,3,1,5,1,0.462227315,0.518304765,-1.312297821,-1.215266705
135499010,2,58,5,1,4,1,2,0,-0.434432328,-0.099077918,-0.113079309,0.776593506
135499050,1,82,7,1,1,5,1,0,-0.135901451,0.038169302,0.13172549,0.75271672
135499090,2,63,5,1,5,5,4,0,1.286594629,1.803965688,1.304446101,-1.00174284
135499130,1,43,3,1,4,4,1,0,0.154532924,-0.317196429,-0.323983341,0.516823113
135499170,1,51,4,1,4,2,1,0, , ,1.240430355, 
135499210,2,51,4,1,4,2,1,0,-0.196868077,-0.317196429,0.117423981,0.559565544
135499250,1,62,5,1,3,3,4,1,0.69438976,0.85901016,0.162960947,-0.966681123
135499290,1,61,5,1,3,3,1,1,0.44206959,0.946491063,-0.323983341,-1.215266705
135500010,1,49,4,1,3,1,4,0, , ,0.823537827, 
135500090,2,35,3,1,2,1,2,1,-0.771358013, ,-0.113079309,-0.046382498
135502050,1,89,7,1,1,5,1,0,0.419497728,-0.527264237,-0.323983341,-0.725520074
135505090,2,66,6,1,2,3,2,0,1.286594629, ,1.515910387,-1.00174284
135506290,1,62,5,2,1,6,1,0,0.166110575,1.511791348,-1.511565685,2.648410797
135507170,2,44,3,4,4,6,1,0, , ,-0.113639534,1.18879199
135507250,1,51,4,4,3,1,2,0, , ,-1.722469687,0.213387921
135507330,1,46,4,1,1,5,1,0,-1.339923978,-0.679099798,-0.323983341,-1.215266705
135508250,1,34,2,1,5,5,4,1, , ,-1.722469687,-0.488288075
135509010,1,68,6,1,4,1,3,0, ,-0.793746591,-0.113079309,-0.736873686
135509210,1,55,5,1,4,1,4,0,-0.771358013,-0.858555675,0.328328013,-0.033603001
135509250,2,27,2,1,4,4,2,0, , ,-0.124715529, 
135510010,2,44,3,1,4,1,5,1,-1.050798178, ,-1.312297821,-0.197207674
135510290,1,37,3,1,3,5,2,1, , ,-1.015795708,-0.005403145
135511010,1,49,4,1,4,3,5,0,-0.771358013, ,-0.323983341, 
135511170,1,42,3,1,4,1,5,0,-0.771358013, ,-0.323983341,0.494540542
135511290,2,55,5,1,4,1,2,0,-1.050798178, ,-0.740315616,-0.078108937
135512010,2,48,4,3,4,1,1,1, , ,-1.722469687,1.418759704
135512090,1,44,3,4,4,1,1,0,-0.458593339,-1.847122431,-1.061332583,1.895814419
135512290,1,40,3,4,4,1,3,0,-1.339923978,-0.414235115,-0.081843846,-1.215266705
135514010,1,23,1,3,3,3,2,0,-1.922965288, ,-0.574948549,-0.223418936
135514050,1,33,2,1,1,3,1,0, , ,-0.323983341,0.776593506
135514250,1,54,4,1,5,4,1,0,1.010635614,-0.082943693,-0.124715529,0.229671434
135515010,1,27,2,1,3,1,1,0,1.007154465, ,-0.073578373,2.19574523
135516050,2,23,1,1,4,7,1,0, , ,-0.318383187,0.947630942
135516330,2,35,3,3,4,1,1,0,-1.387723804, ,1.243095636,3.072144985
135517130,2,30,2,1,4,1,1,0,-1.339923978, ,-0.312347144,0.443195403
135517210,2,21,1,1,3,7,1,0,-0.752267301,-1.823181391,-0.323983341,-1.215266705
135517250,1,66,6,1,1,5,1,0,-0.752267301, ,0.613193989, 
135518050,2,42,3,1,4,1,2,1, , , ,0.229671434
135520050,1,39,3,4,4,6,2,0, , ,-1.722469687,-1.215266705
135520170,2,50,4,1,3,2,1,0,0.730673254,0.410295606,1.114149213,2.978057384
135521050,2,84,7,1,1,1,4,0,1.310233474, ,-1.722469687, 
135521290,2,56,5,1,2,1,5,0,1.02511096,0.608633399,1.054041147,-0.235942155
135523090,1,55,5,1,4,1,5,0,-0.425027251, ,0.328328013,0.443195403
135523130,1,47,4,1,3,3,2,0,0.395858884, ,1.271665812,0.408133745
135524090,2,76,7,1,4,1,5,0,1.590195775,-0.166978613,1.034441829,-0.202474788
135524130,1,20,1,4,4,4,4,1,1.264022708,-0.530499637,1.315937042,-0.939043999
135524170,2,50,4,1,1,6,4,0,0.429424942,0.852443933,0.126249671,0.528007925
135524250,1,32,2,1,4,1,4,1,0.395578325,0.012721165,1.568167925,-0.252225667
135524290,2,54,4,1,4,1,4,0, , ,0.086188518, 
135526250,2,28,2,1,4,1,4,0,-1.060483813, ,-0.323983341,-1.215266705
135527170,1,39,3,1,4,3,4,0,0.092257723, ,0.829698205,0.360730827
135527290,1,85,7,1,3,4,3,0,1.875318289,1.006207824,1.980444908,-0.652061164
135530050,2,53,4,1,1,2,1,0,0.417908609,1.277782559,0.12008927,3.033579111
135530210,1,47,4,1,4,4,5,0,0.997468829, , ,-1.215266705
135530290,1,51,4,1,2,1,5,0,-0.752267301, , , 
135531090,2,37,3,1,4,1,1,0, , ,-0.568788171,0.750806987
135532010,2,36,3,1,3,1,5,1, , ,0.362228781,0.535688698
135532170,1,68,6,1,3,3,4,0, , ,1.316082239,-0.528448403
135532250,1,998,7,1,1,3,5,0, , , ,-1.215266705
135532290,1,96,7,1,4,1,4,0,0.713693798,-0.165360928, ,-0.415998757
135532330,2,69,6,1,4,1,5,0,0.712104678,1.692865014,-0.323983341,-1.215266705
135533130,1,62,5,1,3,1,5,0,-0.169225946,0.616817355,0.367828965,-0.539633214
135533170,1,54,4,1,3,5,4,0,0.69787091,0.297022611,-0.081843846,-0.501067579
135533210,1,40,3,1,3,1,2,0,-0.472827107,-0.166734755,-0.124715529,-0.022418188
135533290,1,64,5,1,4,3,4,0,1.627001405,0.16431281,-1.511565685,-1.215266705
135534010,2,22,1,1,2,5,3,1,-0.491917819, ,0.573132813,0.802152097
135534170,1,65,6,1,4,1,4,0,0.740358889,0.434369922,-1.036257625,-1.215266705
135534210,1,50,4,1,2,3,4,0,1.286594629,1.460229874,0.573132813,-0.733369648
135534250,2,65,6,1,1,5,2,0, , ,-0.113079309, 
135535010,2,29,2,1,3,2,4,0,1.286594629, ,-0.323983341,-0.512164891
135535050,1,79,7,1,1,3,4,0,-0.430951208, ,-0.323983341,-1.215266705
135535130,1,41,3,1,4,3,4,0,-1.312281847,0.405131847,0.074552298,-0.508492053
135535170,1,52,4,1,4,3,2,0,1.323400259,1.253464341,1.708457589,2.176857471
135535210,2,76,7,1,4,1,4,0, , ,0.775190294, 
135536050,2,46,4,1,3,5,1,0,-1.05055654,-0.658500135,1.151337028,-0.137134895
135536290,2,52,4,1,2,4,1,0,-1.339923978,-0.679099798,-0.323983341,-0.722016037
135537010,1,65,6,1,4,4,2,0,0.422978878,0.807243705,1.481449366,1.763598919
135539050,1,21,1,1,4,5,1,0,-0.182392731,0.374380648,1.285407066,1.213838458
135539130,1,16,1,1,2,5,1,1, , ,-0.290082604,0.012643457
135539250,2,60,5,1,2,3,1,0, , ,-0.124715529,-0.51199609
135539290,1,51,4,1,2,1,1,0,-0.160062447, ,-0.323983341,0.229671434
135540050,2,68,6,1,1,2,4,0,1.334394455, ,-0.124715529,-0.950397611
135542050,2,38,3,1,2,1,2,1, , ,-0.523251176,-0.539633214
135542090,2,36,3,1,4,7,1,0,0.095738873, ,1.336544156,0.218486622
135542130,1,52,4,1,2,3,2,1,0.419497728, ,0.618794143,0.303299159
135543090,1,55,5,1,4,1,4,1,0.441828042,1.169147015,-0.124715529,-0.725520074
135545010,2,50,4,1,4,1,5,0,1.012224674,0.561887264,-0.113079309,-0.173668057
135545210,2,31,2,1,4,3,2,1,-0.761952937, ,0.35956347,0.407964945
135545250,2,20,1,1,3,7,3,0, ,-0.858555675,-0.785852611,0.214813799
135545330,1,73,6,1,4,3,5,0,0.376768172, ,-0.124715529,0.190936968
135546250,1,65,6,1,4,1,4,0, , ,0.578733027,-0.235942155
135547090,2,39,3,1,4,1,4,0, , ,-0.124715529,-0.212065324
135548090,1,65,6,1,3,2,2,0,1.002539039,1.361573577,-1.061332583,-1.00174284
135550010,2,41,3,1,4,2,2,0, , ,-0.577613831,0.667904198
135550130,2,70,6,4,4,1,4,0, , ,0.829698205,-0.725688875
135550210,2,32,2,1,4,1,4,0,1.034796596, ,-0.597213089,0.491036534
135550250,2,56,5,1,4,3,1,0,0.394269764,0.422639877,0.137325674,-0.725520074
135550330,2,51,4,1,4,1,3,0,-0.752267301, ,-1.229925275, 
135551050,1,52,4,1,2,2,3,0, ,-0.076233663,0.086188518,0.062394336
135551210,1,51,4,1,1,3,2,1,0.129304931,0.953028679,0.578733027,0.93627733
135551250,2,20,1,1,3,6,1,0,-2.524855852,-1.512633324,-1.523201942,1.240384817
135551290,2,59,5,1,3,6,2,0,0.455236375,-0.347808361,-0.913762212,-0.044956621
135552090,2,83,7,1,1,5,1,0, , ,0.168561131,-0.287287295
135552130,1,36,3,5,1,5,1,0, , , ,0.303299159
135552170,1,59,5,3,1,3,1,1, , ,1.977655172,2.659764528
135552210,2,66,6,1,1,5,1,0,-0.15982087,-0.110564098,0.09782473,0.15578784
135552290,2,20,1,3,1,5,1,0, , ,-0.323983341,-0.291047603
135553010,1,40,3,1,3,4,2,0,1.31423676,0.133700907,-0.323983341,-0.56351006
135556010,1,22,1,1,2,4,3,1,1.012224674,0.731364071,2.255364656,1.227774143
135557090,2,54,4,1,4,2,1,0,-2.795744419,-2.206034184,-1.722469687,0.229671434
135557130,1,23,1,1,3,2,3,1, ,0.694070816,0.171786651,1.250144243
135557210,1,64,5,1,1,1,4,0,0.69438976, ,-0.568788171,-1.215266705
135558130,1,56,5,1,4,6,5,1,0.751353145,0.411669433,0.117423981,0.852071822
135558210,1,60,5,1,3,3,4,0,-0.495398968,0.340222657,0.129060194,0.27751258
