ID,Sex,Age,AgeGroup,EthnicGroup,Education,SES,DeprivationIndex,Victim,effectx,fairx,confx,antisocx
136107050,Male,62,5,White,ALevel,5,2,0,-0.392024733,-0.073567169,-0.787905421,-0.52
136107090,Female,60,5,White,GCSE,2,3,1,-0.441936638,-0.975754337,-1.021417659,-1.84
136107130,Female,37,3,Black or Black British,University,1,3,0,-1.29043902,-0.124251841,0.1766016485274533,1.22
136107170,Female,27,2,White,,6,1,1,1.634398604,0.4535534231917225,-1.305693427,-2.39
136107210,Male,46,4,White,University,1,5,0,-0.961020448,0.027802176,-0.848821657,
136107250,Male,61,5,Asian or Asian British,University,1,1,0,1.6244162226087036,0.3319102095892799,-0.584851301,1.22
136107290,Male,60,5,White,University,1,5,0,-1.589910449,-0.91493273,,
136108010,Male,63,5,White,University,1,4,0,-0.132482828,-0.002608628,0.1562962365346741,-0.01
136108130,Female,,2,White,University,2,2,0,,,,-1.02
136108210,Female,29,2,White,University,1,2,0,,,0.8365275382927774,0.32
136108250,Female,75,7,White,GCSE,5,4,0,1.0354557454485165,,0.8162221262999981,-1.49
136108290,Female,21,1,White,ALevel,2,4,1,0.4764424111947792,1.2138235082069886,0.3390449444696869,-0.54
136109050,Female,56,5,White,GCSE,1,5,0,,,-0.067063295,0.95
136109090,Male,54,4,White,University,1,5,0,-0.711460924,-0.925069664,-0.097521413,0.24
136109130,Male,32,2,White,University,1,5,1,1.0554205073861498,,0.3593503564624661,0.78
136109170,Female,68,6,White,Other,1,5,0,-1.000949972,-0.408086006,-0.087368707,0.43
136109210,Female,32,2,White,University,1,4,0,-0.112518066,0.088623782,0.3593503564624661,1.22
136109250,Female,87,7,White,,1,4,0,,,,1.22
136110010,Female,34,2,White,University,1,2,0,-0.392024733,,0.1156854125491157,-1.03
136110130,Male,80,7,White,,5,3,1,-0.481866162,-1.279862371,1.0801924822061275,0.19
136110290,Female,65,6,White,University,1,3,0,-0.122500447,0.3623210129898906,0.3593503564624661,0.73
136111010,Male,75,7,White,,3,4,0,0.4764424111947792,,1.7807291959570102,0.92
136111050,Male,39,3,White,University,1,4,0,-0.711460924,,0.1562962365346741,1.22
136111090,Male,38,3,White,,3,5,0,,0.078486848,-0.127979531,1.22
136111130,Female,74,6,White,University,1,4,0,-0.402007114,,1.3644682501050367,0.51
136111170,Male,55,5,White,University,1,4,0,2.5128481288333924,,-0.097521413,1.22
136111210,Male,63,5,White,ALevel,5,4,0,-0.731425686,-0.965617402,1.1106506001952965,1.22
136111250,Female,34,2,White,University,4,5,0,-0.701478543,0.027802176,0.1461435305382845,0.35
136112010,Male,34,2,White,ALevel,3,2,0,,,1.2832466021339195,
136112050,Female,37,3,White,University,1,2,0,-0.132482828,1.0212217533364545,0.8162221262999981,-0.8
136112170,Female,42,3,Black or Black British,,4,1,1,1.3449095554818349,1.842313445152942,1.0700397762097382,-0.93
136112210,Male,76,7,White,,5,1,0,0.486424792,,1.0801924822061275,0.2
136112250,Female,32,2,White,University,1,2,1,-1.300421401,-1.746161356,-1.001112247,-2.16
136113010,Male,53,4,White,,5,1,1,0.1869533630990941,0.1798561925862268,0.1461435305382845,-1.24
136113050,Male,44,3,White,,5,1,0,-0.112518066,0.5143750299929439,1.5776750760292182,0.77
136113090,Female,21,1,White,GCSE,6,1,0,1.3449095554818349,0.8793046708002716,0.3593503564624661,-0.31
136113130,Female,21,1,White,GCSE,5,1,0,,,-2.422491087,-1.09
136113170,Female,41,3,White,ALevel,2,1,0,0.1969357440679108,,0.1562962365346741,-0.21
136113210,Female,51,4,White,,5,1,0,1.0554205073861498,,1.7807291959570102,0.79
136113250,Male,38,3,Mixed,University,3,4,0,-0.122500447,,0.3593503564624661,0.25
136113330,Male,18,1,White,GCSE,1,4,0,0.4764424111947792,0.5143750299929439,0.3593503564624661,0.48
136114010,Female,54,4,White,University,1,5,0,0.7359843163840144,0.3623210129898906,1.5776750760292182,0.27
136114090,Female,76,7,White,,5,5,0,-1.59989283,-0.702057106,,0.07
136114170,Female,70,6,White,,3,5,0,-0.691496162,-0.367538269,1.7807291959570102,-2.98
136115050,Female,44,3,White,GCSE,2,3,0,,0.2508147338543183,0.3593503564624661,
136115130,Female,30,2,White,University,4,2,1,-0.4619014,-0.164799579,0.613168006,-1
136115170,Female,27,2,White,University,2,5,0,0.7659314592904646,-0.002608628,0.1562962365346741,1.22
136115210,Female,77,7,White,,5,3,0,-0.142465209,,1.0801924822061275,
136115290,Male,42,3,White,University,1,5,0,1.9438524136108388,1.1428649669388973,1.3340101321158675,-0.1
136116010,Female,53,4,White,GCSE,5,1,1,,,0.1562962365346741,-0.23
136116050,Female,47,4,White,GCSE,5,3,0,-0.102535685,,-0.341186357,-0.69
136116130,Female,60,5,White,University,1,3,0,-0.711460924,-0.377675203,-0.331033651,0.54
136116250,Male,72,6,White,University,3,4,0,,,0.1562962365346741,-0.03
136116290,Male,58,5,White,University,1,5,0,2.233341461706524,1.9740935932222543,1.0801924822061275,1.22
136117010,Female,69,6,White,GCSE,3,4,0,-1.030897115,,1.3340101321158675,0.99
136117050,Female,51,4,White,University,2,4,0,,,-0.554393183,0.5
136117090,Female,66,6,White,,1,4,0,0.4564776492571459,0.3623210129898906,0.1461435305382845,1.22
136117250,Female,70,6,White,,5,2,0,1.3149624125753847,,-0.056910589,0.79
136117290,Male,37,3,White,GCSE,4,3,0,0.4664600302259626,-1.411642519,-1.518900253,-0.45
136118010,Male,49,4,White,ALevel,1,1,1,1.08536765,0.2102669959868374,0.8365275382927774,-1.24
136118090,Male,50,4,White,ALevel,2,1,0,-0.132482828,-0.550003089,-0.828516245,-1
136118170,Male,44,3,White,University,1,1,0,-1.000949972,-1.107534485,-1.518900253,-0.68
136118210,Female,22,1,White,University,5,2,0,,,1.0395816582205692,0.2
136118330,Male,70,6,White,University,1,1,0,-1.300421401,-2.405062096,-1.965619317,0.43
136119010,Female,44,3,White,ALevel,4,4,0,1.6244162226087036,1.2442343116075991,1.2832466021339195,1.22
136119050,Male,70,6,White,,3,4,0,-0.122500447,-0.955480468,0.1562962365346741,-0.92
136119090,Female,28,2,White,University,5,3,1,,-0.337127465,-1.630580019,0.48
136119170,Female,23,1,White,ALevel,1,5,1,0.1869533630990941,0.6968398503966078,0.3593503564624661,0
136119250,Male,62,5,White,University,1,4,0,-0.701478543,,0.3999611804480245,1.22
136120010,Male,33,2,White,University,1,4,0,,0.7171137193303482,0.6842369483469333,1.22
136120050,Male,53,4,Black or Black British,GCSE,8,3,0,,,,0.25
136120090,Female,33,2,White,University,1,5,0,0.7759138402592812,,-0.808210833,-0.09
136120210,Male,99,7,White,University,1,5,0,,,-0.564545889,
136120250,Male,49,4,White,ALevel,1,5,0,-0.421971876,0.1798561925862268,0.4202665924408038,0.73
136120290,Male,53,4,White,University,3,4,0,,-0.185073448,0.8771383622783356,1
136120330,Male,75,7,White,University,3,4,0,,,,1
136121010,Female,31,2,White,University,1,5,0,1.3449095554818349,1.0313586878033247,0.5624044763902581,-0.23
136121050,Female,61,5,White,,5,5,0,,,-0.544240477,0.53
136121090,Male,62,5,White,ALevel,3,5,0,1.3449095554818349,,0.3593503564624661,0.05
136121130,Male,20,1,White,University,7,5,1,-0.102535685,0.6664290469959971,-2.006230141,-1
136121210,Female,42,3,White,University,1,3,1,1.3449095554818349,1.7003963626167589,-0.067063295,-0.23
136121250,Male,26,2,White,Other,1,5,0,0.745966697,0.027802176,0.8365275382927774,1
136122010,Male,62,5,White,University,4,1,0,-0.701478543,,0.1664489425310637,-1.03
136122050,Female,62,5,White,GCSE,1,1,0,-1.59989283,-0.154662645,-1.498594841,-0.01
136122130,Female,27,2,White,University,1,2,0,0.1969357440679108,0.3319102095892799,-2.270200497,-1.94
136122170,Male,44,3,White,GCSE,4,1,0,0.1869533630990941,0.6968398503966078,-0.087368707,0.99
136122250,Female,19,1,White,ALevel,5,2,1,0.7759138402592812,0.5447858333935546,-0.127979531,-0.78
136122290,Female,50,4,White,,2,1,1,,,1.2832466021339195,0.94
136122330,Male,47,4,White,University,5,1,0,0.5063895541012295,0.6664290469959971,0.4101138864444141,-1.51
136123010,Male,60,5,White,University,3,5,0,-1.310403782,-1.249451567,-0.808210833,-0.01
136123050,Female,80,7,White,University,5,3,0,,,0.3593503564624661,0.43
136123090,Male,33,2,White,,5,3,0,,,,-2.48
136123130,Male,32,2,Asian or Asian British,University,2,3,1,1.0454381264173331,0.5447858333935546,-0.188895767,-1.89
136123170,Female,43,3,White,University,5,5,0,-0.711460924,,1.5776750760292182,-0.69
136123250,Female,84,7,White,,1,5,0,0.7359843163840144,0.3319102095892799,0.3593503564624661,0.97
136123290,Female,44,3,White,ALevel,3,5,0,1.3449095554818349,,0.3593503564624661,1.22
136123330,Male,48,4,White,ALevel,1,5,1,-0.402007114,-0.002608628,-1.285388015,0.48
136124010,Female,75,7,White,University,2,5,0,-0.431954257,0.7272506537972183,1.3137047201230885,0.51
136124050,Female,80,7,White,ALevel,2,5,0,,,0.1562962365346741,1.22
136124170,Female,81,7,White,GCSE,2,3,0,,,,1.22
136124210,Male,56,5,White,,1,3,0,-1.859434736,,-1.041723071,0.46
136124250,Male,69,6,White,ALevel,3,4,0,0.1669886011614606,-0.408086006,0.1562962365346741,-0.02
136124330,Male,39,3,White,ALevel,5,4,0,,,0.1562962365346741,-0.53
136125010,Male,34,2,White,,5,4,1,-2.168888546,,-0.138132237,1.22
136125050,Female,34,2,White,University,1,4,0,,,-0.097521413,1.22
136125090,Male,66,6,White,ALevel,1,5,0,-0.98098521,0.7272506537972183,-0.747294597,0.67
136125130,Female,68,6,White,,5,3,0,-1.310403782,,0.3593503564624661,-1.89
136125250,Male,64,5,White,,2,5,0,0.4564776492571459,-0.296579727,0.613168006,-0.64
136125290,Male,78,7,White,University,3,5,1,-1.559963306,-1.330547043,-2.706766854,-2.26
136126010,Male,42,3,White,University,1,4,0,-0.411989495,0.5143750299929439,0.3593503564624661,1.22
136126050,Female,54,4,White,ALevel,1,4,1,0.7759138402592812,,0.866985656,
136126090,Female,48,4,White,,5,3,1,-0.98098521,-1.898215373,,-0.9
136126170,Male,70,6,White,University,1,3,0,-2.168888546,-2.151638735,,
136126210,Male,78,7,White,ALevel,1,5,0,-0.411989495,,,1.22
136126250,Male,78,7,White,University,1,5,0,-0.431954257,-0.367538269,0.3898084744516349,
136126330,Female,64,5,White,GCSE,3,4,0,0.4764424111947792,0.6968398503966078,0.3593503564624661,
136127010,Male,66,6,White,University,1,,1,-0.701478543,,0.1461435305382845,1.22
136127050,Male,62,5,White,University,1,,0,0.4764424111947792,0.2102669959868374,-0.290422827,0.51
136127090,Male,75,7,White,GCSE,2,,0,0.4764424111947792,-0.225621186,-0.138132237,-1.06
136127130,Female,26,2,White,,3,,0,0.1769709821302773,,-1.295540721,-0.24
136127170,Male,42,3,White,University,1,,0,,,0.3593503564624661,1.22
136127210,Male,86,7,White,,5,,0,0.5063895541012295,-0.185073448,0.5725571823866478,-0.59
136127250,Female,73,6,White,University,3,,0,0.4564776492571459,-1.148082223,-0.595004007,-0.74
136127290,Male,59,5,White,University,1,,1,-0.431954257,,0.2172124725130117,0.07
136127370,Female,58,5,White,University,1,,0,-1.000949972,,-0.798058127,1
136128010,Female,57,5,White,University,2,,0,,-0.773015647,0.1562962365346741,0.73
136128050,Male,33,2,White,GCSE,4,,1,-0.15244759,,-0.737141891,1.22
136128090,Female,30,2,White,ALevel,1,,0,0.5163719350700463,,-0.361491769,0.01
136128130,Female,43,3,White,University,1,,0,1.3648743174194686,0.3623210129898906,0.3999611804480245,-0.01
136128170,Male,50,4,White,University,1,,0,1.3748566983882853,0.1088976513181353,0.6639315363541541,0.24
136128210,Female,19,1,White,,6,,0,-0.701478543,,-2.046840965,-0.93
136128250,Female,72,6,White,University,3,,0,-0.691496162,-1.00616514,0.8162221262999981,-0.5
136128290,Male,39,3,White,University,5,,0,-0.711460924,,0.8771383622783356,-0.25
136129010,Female,65,6,White,Other,5,,0,-1.619857592,-1.18862996,-2.635697912,0.74
136129050,Female,44,3,White,University,3,,0,0.7659314592904646,,1.3340101321158675,1.22
136129090,Male,45,4,White,University,3,,0,-0.6715314,,,-0.01
136129130,Male,63,5,White,University,1,,0,,,-0.056910589,0.02
136129210,Female,25,2,White,ALevel,1,,1,,,-3.894633456,0.74
136129250,Male,43,3,White,University,2,,0,-0.132482828,-0.681783237,0.3593503564624661,0.27
136129290,Female,69,6,White,,1,,0,-0.711460924,-0.955480468,0.6537788303577645,-0.87
136129330,Female,85,7,White,GCSE,1,,0,,,0.8568329502855566,
136130010,Female,35,3,White,GCSE,8,,0,1.3349271745130182,,0.3593503564624661,0.74
136130050,Female,74,6,White,,5,,0,,,-1.001112247,0.72
136130090,Male,46,4,White,GCSE,5,,0,1.3449095554818349,0.6968398503966078,0.3593503564624661,0.02
136130130,Male,65,6,White,University,1,,0,,0.9705370810021036,-0.219353885,
136130170,Female,68,6,White,,1,,1,,-0.397949072,1.1106506001952965,
136130250,Female,46,4,White,ALevel,1,,0,-0.132482828,-0.154662645,0.3593503564624661,-1.02
136130290,Female,62,5,White,University,1,,1,,,0.613168006,0.48
136131010,Male,52,4,White,University,3,,1,0.1769709821302773,-0.397949072,-0.036605177,-0.5
136131050,Female,22,1,White,University,1,,0,,0.3623210129898906,0.1461435305382845,0.48
136131090,Male,66,6,White,GCSE,1,,0,0.745966697,-0.002608628,0.3593503564624661,1.22
136131130,Male,43,3,White,ALevel,1,,0,-1.010932353,-0.185073448,0.1156854125491157,0.99
136131170,Male,63,5,White,University,1,,0,0.1869533630990941,-0.022882497,-0.056910589,-0.5
136131210,Female,16,1,White,GCSE,5,,1,1.3449095554818349,0.6968398503966078,0.8771383622783356,-0.3
136131250,Male,63,5,White,,3,,0,0.4764424111947792,0.1798561925862268,1.7807291959570102,1.22
136131330,Female,45,4,White,GCSE,5,,0,-0.701478543,,-1.092486601,0.34
136132010,Female,57,5,White,ALevel,4,,0,-0.691496162,-1.046712878,-2.757530384,0.49
136132050,Male,47,4,White,University,1,,1,-0.392024733,,0.613168006,0.27
136132130,Female,50,4,White,University,2,,0,-0.132482828,-1.827256832,0.613168006,0.26
136132170,Female,58,5,White,University,1,,0,-0.951038067,-1.553559601,-0.270117415,-0.01
136132210,Female,58,5,White,ALevel,2,,0,-0.681513781,-1.340683977,0.1461435305382845,0.26
136132250,Female,37,3,White,GCSE,1,,1,-0.112518066,,-1.468136723,-0.01
136133010,Female,47,4,White,University,1,,0,-0.382042352,,-1.001112247,-1.54
136133090,Male,59,5,White,University,1,,0,,,0.9075964802675044,-0.04
136133170,Female,61,5,White,,5,,1,1.6443809845463369,0.9604001465352332,1.3137047201230885,-1.21
136133250,Female,54,4,White,ALevel,4,,0,0.4764424111947792,0.1798561925862268,-0.554393183,0.27
136133290,Female,25,2,White,GCSE,5,,1,1.0554205073861498,,0.5725571823866478,-2.01
136134050,Female,62,5,White,University,1,,1,0.4764424111947792,,0.1461435305382845,
136134090,Female,28,2,White,University,1,,0,1.0554205073861498,0.6968398503966078,0.3593503564624661,-0.48
136134210,Female,30,2,White,University,1,,0,,,0.1156854125491157,-1.9
136134250,Female,87,7,White,ALevel,3,,0,,,-0.249812003,-0.44
136134290,Female,28,2,White,University,5,,0,0.745966697,-0.671646303,0.3593503564624661,-0.66
136134330,Male,25,2,White,University,6,,1,,,-0.097521413,-0.01
136135010,Female,42,3,White,University,1,,0,0.7559490783216478,,1.5776750760292182,0.26
136135050,Female,60,5,White,University,1,,0,-1.889381878,,0.3593503564624661,
136135090,Female,23,1,White,University,1,,1,0.7759138402592812,0.3623210129898906,0.3593503564624661,-0.23
136135170,Male,56,5,White,University,1,,0,1.08536765,-0.681783237,-0.351339063,-0.98
136135210,Female,38,3,White,University,1,,0,-0.721443305,0.4434164887248523,1.3644682501050367,-0.98
136135250,Female,69,6,White,University,1,,0,-0.711460924,-1.563696536,-0.341186357,
136135290,Female,32,2,White,University,5,,0,0.4564776492571459,,-0.087368707,
136136050,Male,51,4,White,ALevel,1,,0,0.1769709821302773,,-1.965619317,-0.25
136136090,Male,32,2,White,GCSE,5,,0,0.2169005060055442,-0.002608628,-1.336151545,-1.75
136136210,Female,72,6,White,,5,,0,-1.280456639,-0.62096163,,0.11
136136250,Female,46,4,White,,5,,0,-0.372059971,,-0.625462125,-1.99
136136290,Male,62,5,White,,5,,0,,,1.1106506001952965,0.73
136136330,Female,71,6,White,,5,,0,,0.7677983916646992,-0.036605177,-0.5
136137010,Female,17,1,White,Other,1,3,0,0.4365128873195124,0.027802176,0.3796557684552454,
136137050,Male,68,6,Asian or Asian British,ALevel,6,2,0,,,0.3999611804480245,0.04
136137170,Female,79,7,White,,2,3,0,,1.4571099354118735,0.866985656,
136137210,Male,33,2,Asian or Asian British,University,1,2,0,1.6443809845463369,,-0.097521413,-1.48
136137250,Male,90,7,White,,8,2,0,,,0.3593503564624661,-0.02
136138050,Female,48,4,White,GCSE,3,4,0,1.0454381264173331,,0.613168006,0.94
136138090,Female,22,1,Chinese or other,University,1,2,0,0.1969357440679108,,0.1055327065527261,-1.68
136138130,Male,24,1,White,ALevel,7,4,0,1.3548919364506518,0.6664290469959971,0.7857640083108293,-1.99
136138170,Female,60,5,White,University,1,5,1,,,0.2172124725130117,-1.08
136138210,Female,26,2,Black or Black British,University,5,1,0,0.7359843163840144,1.0719064256708055,1.7807291959570102,-1.43
136139010,Female,19,1,White,University,1,5,0,1.3449095554818349,1.609163952414927,1.3340101321158675,-0.48
136139090,Male,25,2,White,Other,1,2,0,-0.092553304,,-0.148284943,-0.8
136139170,Female,64,5,White,ALevel,3,2,0,1.9538347945796557,-1.644792011,0.2172124725130117,-0.75
136139210,Female,74,6,White,GCSE,5,4,0,0.4664600302259626,,0.1461435305382845,0.18
136139250,Female,22,1,Black or Black British,University,1,1,1,1.0654028883549664,0.3623210129898906,0.613168006,-0.59
136139290,Male,66,6,White,University,1,4,0,0.7559490783216478,0.5143750299929439,0.8162221262999981,0.97
136140010,Female,77,7,White,University,5,5,0,,,,0.24
136140050,Female,62,5,Black or Black British,University,1,3,1,-1.250509496,-1.442053322,-1.975772023,-0.06
136140090,Female,22,1,Mixed,GCSE,1,4,0,-0.411989495,-1.198766895,-3.691579336,0.04
136140170,Female,36,3,White,University,2,5,0,,,0.3593503564624661,0.49
136140210,Female,31,2,Mixed,University,2,3,0,0.4764424111947792,0.2710886027880587,0.613168006,-0.01
136140250,Female,17,1,White,GCSE,1,3,1,0.7559490783216478,0.3623210129898906,0.1156854125491157,-0.89
136140290,Male,80,7,White,ALevel,4,3,0,-1.280456639,-0.925069664,0.3593503564624661,-0.23
136141010,Female,56,5,White,GCSE,1,2,0,,-0.965617402,0.3593503564624661,-0.06
136141050,Male,24,1,White,University,2,5,0,-0.6715314,0.058212979,-0.138132237,-0.23
136141090,Female,49,4,White,GCSE,1,4,0,-0.701478543,,0.866985656,-0.99
136141210,Female,54,4,Mixed,Other,3,1,0,1.0554205073861498,,-0.107674119,-0.31
136141250,Female,51,4,White,ALevel,5,1,1,0.1869533630990941,,-1.254929897,-1.19
136141290,Male,76,7,Mixed,University,4,4,0,0.1570062201926439,-0.002608628,0.3593503564624661,1.22
136142050,Female,,5,White,ALevel,2,3,0,1.3449095554818349,0.8488938673996609,0.3593503564624661,-0.23
136142090,Female,37,3,Asian or Asian British,,6,3,0,1.933870032642022,1.3151928528756909,1.5269115460472702,-0.25
136142130,Male,52,4,White,GCSE,5,3,0,-0.132482828,0.8488938673996609,0.3593503564624661,0.09
136142170,Male,29,2,Mixed,University,1,3,0,-1.010932353,-0.357401334,-0.554393183,-1.17
136142250,Female,33,2,Asian or Asian British,University,3,3,0,1.0654028883549664,,1.0801924822061275,-1.72
136142290,Female,32,2,White,ALevel,1,4,0,0.4664600302259626,0.5143750299929439,-1.752412491,-0.78
136143010,Female,84,7,White,,5,2,0,0.4764424111947792,-0.377675203,-0.595004007,-0.53
136143050,Male,76,7,White,,1,2,1,,,-1.813328727,-2.05
136143090,Female,48,4,White,ALevel,2,1,1,0.1669886011614606,0.5447858333935546,-0.310728239,-1.24
136143130,Female,90,7,White,,2,1,0,,,-2.016382847,0.73
136143170,Female,35,3,Black or Black British,GCSE,1,1,0,-0.681513781,,-1.772717903,0.57
136143210,Female,43,3,White,,2,1,0,0.1570062201926439,-0.306716662,0.1156854125491157,-1.24
136143250,Male,70,6,White,,5,1,0,-1.579928068,-1.18862996,,0.26
136143290,Female,75,7,Asian or Asian British,GCSE,5,1,0,1.6443809845463369,1.8321765106860717,1.3238574261194782,0.74
136144010,Male,30,2,White,,2,5,0,0.1470238392238272,0.9604001465352332,1.5370642520436597,
136144090,Female,25,2,Black or Black British,GCSE,6,2,0,,,-3.894633456,-0.74
136144130,Female,43,3,Asian or Asian British,,5,3,0,1.6244162226087036,,1.5370642520436597,
136144170,Female,62,5,White,University,3,4,1,-1.609875211,-1.736024422,-0.056910589,0.09
136144210,Female,45,4,Asian or Asian British,University,2,2,0,,0.8793046708002716,-0.716836479,0.03
136144250,Female,29,2,Mixed,University,7,4,0,0.4764424111947792,-0.428359875,-0.320880945,0.52
136144290,Male,17,1,White,GCSE,3,2,0,2.2433238426753412,1.872724248553553,1.2933993081303092,-0.01
136145010,Female,53,4,White,,5,2,1,-1.619857592,-2.719307065,0.3593503564624661,-1.71
136145050,Female,22,1,White,University,5,2,0,-1.859434736,,-3.894633456,-4.01
136145090,Female,30,2,White,University,4,2,1,,,0.8365275382927774,
136145130,Male,66,6,White,,5,1,0,1.634398604,0.3623210129898906,1.5370642520436597,1
136145170,Male,40,3,Black or Black British,GCSE,3,1,1,,0.6968398503966078,0.8162221262999981,-0.53
136145210,Female,80,7,White,,5,1,0,-0.411989495,,0.3593503564624661,
136145290,Male,32,2,Asian or Asian British,University,1,2,0,1.3449095554818349,0.7272506537972183,0.5624044763902581,-0.07
136146010,Male,83,7,White,,5,3,1,,,,-1.18
136146050,Female,28,2,White,University,1,2,0,1.0454381264173331,,-0.605156713,-0.74
136146130,Female,72,6,Black or Black British,University,1,2,0,-1.280456639,,0.3593503564624661,-0.99
136146170,Female,32,2,White,University,1,3,0,-0.392024733,,-0.351339063,-0.72
136146210,Female,39,3,Asian or Asian British,University,1,3,0,-1.589910449,,-0.097521413,-0.93
136146250,Female,29,2,Black or Black British,GCSE,5,2,0,0.1869533630990941,,0.1156854125491157,-0.71
136146290,Female,72,6,White,University,1,3,1,,,-1.112792013,-0.56
136147010,Female,55,5,White,University,1,2,0,,-0.408086006,-0.341186357,0
136147050,Male,53,4,White,University,1,3,0,1.0554205073861498,0.9806740154689736,-0.097521413,0.73
136147090,Male,87,7,White,ALevel,1,2,0,-0.691496162,,0.1258381185455053,
136147130,Female,39,3,White,University,1,3,1,-1.29043902,,0.3593503564624661,-1.4
136147170,Female,25,2,Asian or Asian British,ALevel,4,1,0,1.0753852693237833,,0.4101138864444141,
136147250,Female,43,3,Asian or Asian British,,5,2,0,,-0.195210383,-0.381797181,-1.9
136148010,Female,75,7,White,,4,1,0,-1.330368544,,1.5776750760292182,0.78
136148050,Male,54,4,Black or Black British,ALevel,5,1,0,0.1769709821302773,0.1798561925862268,0.1562962365346741,0.32
136148090,Male,48,4,Black or Black British,ALevel,3,1,0,1.3449095554818349,0.7272506537972183,-0.310728239,-0.53
136148130,Female,56,5,Black or Black British,GCSE,5,1,1,,1.6193008868817973,,-1.55
136148290,Female,32,2,Asian or Asian British,,5,1,0,0.7659314592904646,0.5143750299929439,0.3593503564624661,-2.51
136149050,Male,39,3,White,University,3,4,0,-0.6715314,,-1.051875777,-0.8
136149090,Female,75,7,White,University,1,4,0,,-1.736024422,,-0.23
136149130,Male,73,6,White,University,1,5,1,1.6443809845463369,0.6562921125291269,0.1562962365346741,1.22
136149170,Male,60,5,White,University,3,4,0,-0.122500447,0.088623782,-1.732107079,0.49
136149210,Female,79,7,White,University,1,3,0,,,0.4608774164263621,
136149290,Female,42,3,White,University,1,2,1,-1.280456639,,-1.518900253,-0.55
136150050,Male,42,3,Asian or Asian British,University,1,2,0,,,1.3238574261194782,1.22
136150090,Female,76,7,White,,3,2,0,1.0554205073861498,1.9842305276891248,1.3644682501050367,1.22
136150170,Male,26,2,White,University,2,2,1,1.3349271745130182,1.6395747558155376,0.613168006,0.03
136150210,Male,73,6,White,ALevel,2,2,0,-1.29043902,-1.381231715,-0.036605177,
136150250,Male,58,5,White,University,1,3,0,1.9238876516732053,,1.0395816582205692,
136150290,Female,68,6,White,ALevel,1,5,0,1.0953500312614166,-0.093841038,1.7807291959570102,0.92
136151130,Male,60,5,White,University,1,1,0,0.1769709821302773,,0.1562962365346741,-1.35
136151170,Female,34,2,Chinese or other,University,1,3,0,,,1.3340101321158675,0.97
136151290,Female,39,3,White,GCSE,4,1,0,,-0.448633744,-0.808210833,-0.92
136152130,Male,29,2,Asian or Asian British,Other,4,4,0,,,0.3593503564624661,-0.53
136153010,Male,50,4,White,University,2,2,0,,,0.1562962365346741,-0.95
136153050,Female,49,4,Black or Black British,University,6,4,0,,,,1.22
136153090,Male,39,3,Mixed,,5,2,0,1.0454381264173331,-0.154662645,0.3593503564624661,-0.56
136153210,Male,29,2,White,University,1,3,1,,,-1.265082603,0.09
136153290,Female,,4,White,University,1,2,0,,,0.1461435305382845,-0.48
136154090,Female,41,3,Black or Black British,,5,1,0,,,-1.772717903,0.75
136154130,Female,33,2,White,GCSE,5,1,0,-0.98098521,-1.614381208,-0.341186357,0.73
136154170,Female,,3,Black or Black British,University,8,2,1,-0.102535685,-3.074099771,-2.087451789,
136154210,Female,47,4,White,GCSE,5,1,0,0.4464952682883291,0.7779353261315695,-0.087368707,-0.92
136154250,Male,69,6,White,,5,2,0,,,-0.970654129,1.22
136155010,Female,39,3,White,University,1,4,0,,,-0.036605177,0.95
136155050,Female,88,7,White,,1,4,0,,,1.2832466021339195,0.74
136155090,Female,67,6,White,University,1,5,0,2.5228305098022092,1.4976576732793545,1.7807291959570102,1
136155130,Male,63,5,White,University,1,5,0,-0.431954257,-1.289999305,0.3593503564624661,0.27
136155170,Male,67,6,White,,3,3,0,-1.889381878,-1.979310849,-0.605156713,0.73
136155210,Female,82,7,White,,5,3,0,,,1.0801924822061275,1
136155290,Male,46,4,White,GCSE,5,2,0,-0.681513781,0.9097154742008824,0.1562962365346741,-0.52
136156050,Female,93,7,White,,5,1,0,,,-1.051875777,1.22
136156130,Male,65,6,White,University,3,4,1,0.1470238392238272,,,0.04
136156170,Female,44,3,White,,5,2,0,0.1370414582550104,0.048076045,-0.300575533,0.24
136156210,Male,23,1,White,Other,5,2,0,,,0.1156854125491157,1.22
136156250,Female,76,7,White,ALevel,1,2,0,0.1869533630990941,0.3623210129898906,0.3593503564624661,-0.18
136156290,Female,38,3,White,University,1,4,0,,,-1.721954373,-0.24
136157050,Female,44,3,White,University,1,3,0,,,-0.391949887,-0.23
136157130,Female,27,2,White,GCSE,5,5,0,1.0454381264173331,,0.1055327065527261,1.22
136157210,Male,54,4,White,,3,4,0,0.7559490783216478,,0.3593503564624661,1.22
136157250,Female,51,4,White,,5,2,0,,,0.3593503564624661,0.01
136158010,Male,30,2,White,University,1,5,0,,0.8488938673996609,-0.097521413,0.94
136158050,Female,26,2,White,University,1,4,0,0.1869533630990941,2.0653260034240866,1.5370642520436597,-0.3
136158130,Male,32,2,Asian or Asian British,University,1,3,0,,,-0.087368707,1.22
136158170,Female,34,2,White,University,1,5,0,-1.020914734,-0.671646303,0.3593503564624661,1.22
136158210,Female,54,4,White,University,1,4,0,,,-0.554393183,1.22
136158250,Female,41,3,White,University,1,3,0,-0.112518066,-0.063430235,0.1461435305382845,1
136158290,Female,73,6,White,GCSE,3,4,0,,,0.613168006,1.22
